page,title,price,address,link
1,Cho thuê nhà trọ cuối đường Nguyễn Khuyến Văn Quán Hà Đông khép kín thang máy điều hòa đầy đủ ở lun,"3,7 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/cho-chung-cu-mini-cuoi-ha-dong-khep-kin-thang-may-dieu-hoa-day-du-pr42893946
1,"Chính chủ cho thuê phòng trọ Văn Quán, Yên Xá, cuối đường Nguyễn Khuyến khép kín đầy đủ tiện nghi","3,7 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/chinh-chu-cho-yen-xa-cuoi-khep-kin-day-du-tien-nghi-pr37844293
1,TingTong 121 - chung cư mini gác xép full đồ - vào ở ngay tại cuối đường Chiến Thắng - Hà Đông,"3,8 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/tingtong-121-chung-cu-mini-gac-xep-full-do-vao-o-ngay-tai-cuoi-chien-thang-ha-dong-pr42085720
1,Cho thuê phòng trọ ngay ngã 3 đường Nguyễn Khuyến Văn Quán tiếp giáp với Yên Xá Phùng Hưng Hà Đông,"3,6 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/cho-ngay-nga-3-tiep-giap-voi-yen-xa-phung-hung-ha-dong-pr41634887
1,Cho thuê phòng trọ ngay ngã 3 đường Nguyễn Khuyến Văn Quán tiếp giáp với Yên Xá Phùng Hưng Hà Đông,"3,6 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/cho-ngay-nga-3-tiep-giap-voi-yen-xa-phung-hung-ha-dong-pr43363649
1,"Cho thuê nhà trọ 1PN, 1WC, 30m2, giá ưu đãi 3,4 triệu tại Nguyễn Khuyến, Văn Quán, Hà Đông, HN","3,4 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan-prj-chung-cu-xay-de-o-danh-cho-can-bo-chien-sy-cong-an-tp-ha-noi/-1pn-1wc-30m2-gia-uu-dai-3-4-trieu-tai-dong-hn-pr43109734
1,"Chính chủ cho thuê phòng trọ cuối đường Nguyễn Khuyến gần viện 103 gần Xa La, Yên Xá khép kín 3.3tr","3,7 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/chinh-chu-cho-cuoi-gan-vien-103-gan-xa-la-yen-xa-khep-kin-3-3-tr-pr42802081
1,Chính chủ cho thuê phòng trọ cuối đường Nguyễn Khuyến Văn Quán Hà Đông khép kín giá 3.4 triệu/tháng,"3,4 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/chinh-chu-cho-cuoi-ha-dong-khep-kin-gia-3-6-trieu-thang-pr41637409
1,"Chính chủ cho thuê phòng trọ cuối đường Nguyễn Khuyến gần viện 103 gần Xa La, Yên Xá khép kín 3.3tr","3,3 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/chinh-chu-cho-cuoi-gan-vien-103-gan-xa-la-yen-xa-khep-kin-3-3tr-pr42867937
1,"Cho thuê nhà trọ 30m2, 3,4 triệu, cuối đường Nguyễn Khuyến, Văn Quán, Hà Đông, đẹp, nhiều tiện ích","3,4 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/cho-30m2-3-4-trieu-cuoi-ha-dong-dep-nhieu-tien-ich-pr43371465
1,,,,
1,,,,
1,Cho thuê phòng tầng 3 vệ sinh khép kín điều hoà bình nóng lạnh,2 triệu/tháng,"Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/cho-tang-3-ve-sinh-khep-kin-dieu-hoa-binh-nong-lanh-pr43678196
1,"CCMN Hami5: 84 Nguyễn Khuyến, HĐ đẹp, thoáng 2 cửa sổ, ban công~50m2, từ 3.4tr/th. LH 0913 345 ***","3,5 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/ccmn-hami5-84-hd-dep-thoang-2-cua-so-ban-cong-50m2-gia-tu-3-4tr-th-lh-pr43166887
1,"Cho thuê phòng trọ tại cuối Nguyễn Khuyến, Hà Đông giá cực chất 4 triệu, 25m2",4 triệu/tháng,"Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/cho-tai-cuoi-ha-dong-gia-cuc-chat-4-trieu-25m2-pr43873427
1,"Nhà mình có phòng khép kín đầy đủ đồ tại Nguyễn Khuyến, gần Yên Xá","3,8 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/-minh-co-khep-kin-day-du-do-tai-yen-xa-pr43862088
1,"Cho thuê theo giường Home đặc biệt nhưng giá chỉ 5,6tr chia 4 người tại liền kề gần hồ Văn Quán","5,6 triệu/tháng","Mỗ Lao, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-mo-lao/cho-theo-giuong-home-dac-biet-nhung-gia-chi-5-6tr-chia-4-nguoi-tai-lien-ke-gan-ho-van-quan-pr43680004
1,"Phòngcuối đường Nguyễn Khuyến, ngay gần hồ Văn Quán, giá chỉ 3,2 triệu, gần PTIT, Kiến Trúc","3,2 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/-cuoi-ngay-gan-ho-gia-chi-3-5-trieu-gan-ptit-kien-truc-pr43291143
1,"Cho thuê nhà trọ 30m2, 3,4 triệu, cuối đường Nguyễn Khuyến, Văn Quán, Hà Đông, đẹp, nhiều tiện ích","3,4 triệu/tháng","Văn Quán, Hà Đông",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-khuyen-phuong-van-quan/cho-30m2-3-4-trieu-cuoi-ha-dong-dep-nhieu-tien-ich-pr43371576
