page,title,price,address,link
1,"Cho thuê phòng trọ siêu rẻ, rộng rãi, vị trí đắc địa phường Láng Thượng, HN DT 50m2 giá 4tr5","4,5 triệu/tháng","Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-chi-thanh-phuong-lang-thuong/cho-sieu-re-rong-rai-vi-tri-dac-dia-hn-dt-50-gia-4tr5-pr44208794
1,"Nhà mình có CCMN cao cấp 8 tầng mới xây, 27 phòng trọ muốn cho thuê ngách 1, ngõ 562 Đường Láng",2 triệu/tháng,"Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-lang-phuong-lang-thuong/-minh-co-ccmn-cao-cap-8-tang-moi-xay-27-muon-cho-ngach-1-ngo-562-lang-pr17097027
1,"Chung cư mini 10 tầng mới xây có thang máy tùy phòng nội thất đầy đủ, ngõ 157B Chùa Láng",3 triệu/tháng,"Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-chua-lang-phuong-lang-thuong/chung-cu-mini-10-tang-moi-xay-co-thang-may-tuy-noi-that-day-du-ngo-157b-lang-pr42966830
1,"Chung cư mini thang máy ngõ 1008/7 Láng và ngõ 185 Chùa Láng khép kín đủ đồ 2,5tr đến 4,5tr","2,5 triệu/tháng","Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-lang-phuong-lang-thuong/chung-cu-mini-thang-may-ngo-1008-7-va-ngo-185-chua-khep-kin-du-do-2-5tr-den-4-5tr-pr42653873
1,CHO THUÊ CĂN HỘ STUDIO FULL NỘI THẤT NGÕ 136 CHÙA LÁNG GIÁ 5.5 TRIỆU/THÁNG,"5,5 triệu/tháng","Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-chua-lang-phuong-lang-thuong-prj-langs-village/cho-can-ho-studio-full-noi-that-ngo-136-gia-5-5-trieu-thang-pr44193071
1,"Cho thuê phòng trọ Đường Láng, Láng Thượng, Đống Đa, Hà Nội, 5,5 triệu, 25 m2 Hot!","5,5 triệu/tháng","Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-lang-phuong-lang-thuong/cho-dong-da-ha-noi-5-5-trieu-25-m2-hot-pr44174363
1,Chính chủ cho thuê phòng phố 126 Chùa Láng làm văn phòng hoặc để ở đều được. Ông Huấn: 0836 612 ***,3 triệu/tháng,"Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-chua-lang-phuong-lang-thuong/chinh-chu-cho-126-lam-van-hoac-de-o-deu-duoc-ong-huan-pr40564615
1,Cho thuê phòng Chùa Láng - Đống Đa - gần 40m2 - full nội thất - mới tinh chỉ hơn 6 triệu/tháng,6 triệu/tháng,"Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-chua-lang-phuong-lang-thuong/cho-dong-da-gan-40m2-full-noi-that-moi-tinh-chi-hon-6-trieu-thang-pr44146214
1,"Cho thuê phòng trọ đẹp, 7,3 triệu, 30m2 tại Láng Thượng, Đống Đa, Hà Nội","7,3 triệu/tháng","Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-phuong-lang-thuong/cho-dep-7-3-trieu-30m2-tai-dong-da-ha-noi-pr44109001
1,"Cho thuê nhà trọ, Phố Chùa Láng, 7,5 triệu, 30m2, Đống Đa, Hà Nội SẴN TIVI MÁY GIẶT RIÊNG","7,5 triệu/tháng","Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-chua-lang-phuong-lang-thuong/cho-7-5-trieu-30m2-dong-da-ha-noi-san-tivi-may-giat-rieng-pr44086339
1,,,,
1,,,,
1,Cho thuê CCMN mới hoàn thiện tại ngõ 1194 Chùa Láng,"5,6 triệu/tháng","Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-pho-chua-lang-phuong-lang-thuong/cho-ccmn-moi-hoan-thien-tai-ngo-1194-lang-pr44073061
1,"Cho thuê phòng trọ ở ngõ 778 Đường Láng, dạng CCMN","2,5 triệu/tháng","Láng Thượng, Đống Đa",https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-lang-phuong-lang-thuong/cho-o-ngo-778-dang-ccmn-pr10319313
